,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Tariq Abdul-Wahad,SG,28,DAL,8,0,9.9,1.1,3.8,0.3,0.0,0.3,0.0,1.1,3.5,0.321,0.3,0.9,1.0,0.875,1.4,1.4,2.8,0.9,0.0,0.0,0.1,0.8,3.1
1,Courtney Alexander,PG,25,NOH,5,0,7.8,1.4,3.2,0.438,0.2,0.2,1.0,1.2,3.0,0.4,0.469,0.6,0.8,0.75,0.4,0.4,0.8,0.2,0.4,0.0,0.2,1.2,3.6
2,John Amaechi,C,32,UTA,2,0,8.0,0.5,2.0,0.25,0.0,0.0,0.0,0.5,2.0,0.25,0.25,1.0,2.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.0,2.0
3,Derek Anderson,PG,28,POR,2,2,11.0,0.5,2.0,0.25,0.0,0.5,0.0,0.5,1.5,0.333,0.25,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0
4,Kenny Anderson,PG,32,NOH,5,0,10.2,0.8,2.4,0.333,0.0,0.0,0.0,0.8,2.4,0.333,0.333,0.6,0.6,1.0,0.0,0.4,0.4,1.8,0.6,0.0,0.8,1.2,2.2
5,Darrell Armstrong,PG,34,ORL,7,1,32.3,2.9,6.3,0.455,0.9,2.6,0.333,2.0,3.7,0.538,0.523,2.9,3.1,0.909,1.0,1.4,2.4,3.7,0.9,0.0,2.4,3.1,9.4
6,Carlos Arroyo,PG,23,UTA,3,0,9.0,1.0,3.0,0.333,0.0,0.0,0.0,1.0,3.0,0.333,0.333,1.0,1.3,0.75,0.7,0.0,0.7,1.7,0.0,0.0,0.0,0.7,3.0
7,Chucky Atkins,PG,28,DET,17,3,18.4,1.9,5.4,0.352,1.1,2.9,0.367,0.8,2.5,0.333,0.451,1.2,1.5,0.808,0.1,1.1,1.2,1.5,1.0,0.0,1.1,2.3,6.1
8,Stacey Augmon,SG,34,NOH,4,0,17.3,1.3,3.8,0.333,0.0,0.0,0.0,1.3,3.8,0.333,0.333,1.8,2.0,0.875,0.3,2.3,2.5,0.8,0.8,0.0,0.8,2.0,4.3
9,Jon Barry,SG,33,DET,14,0,12.3,1.6,3.9,0.426,1.1,2.4,0.455,0.6,1.5,0.381,0.565,0.6,0.6,1.0,0.4,1.4,1.7,1.4,0.6,0.1,0.5,1.0,5.0
10,Tony Battie,C,26,BOS,10,10,21.3,3.1,5.5,0.564,0.0,0.3,0.0,3.1,5.2,0.596,0.564,0.4,0.8,0.5,1.3,3.6,4.9,0.5,0.4,1.4,0.7,4.2,6.6
11,Raja Bell,SG,26,DAL,17,7,17.9,2.4,4.3,0.548,0.4,0.8,0.462,2.0,3.5,0.567,0.589,0.6,1.2,0.55,0.8,2.2,3.0,1.6,0.3,0.0,0.4,2.4,5.7
12,Jonathan Bender,SF,22,IND,3,0,11.3,1.7,5.0,0.333,1.0,3.0,0.333,0.7,2.0,0.333,0.433,1.3,2.0,0.667,1.0,1.3,2.3,0.0,0.0,0.7,0.0,0.7,5.7
13,Mike Bibby,PG,24,SAC,12,12,33.7,4.8,11.3,0.422,0.9,3.3,0.282,3.8,8.0,0.479,0.463,2.3,2.8,0.794,0.7,1.9,2.6,5.0,1.2,0.4,1.5,2.6,12.7
14,Chauncey Billups,PG,26,DET,14,14,34.6,5.1,13.6,0.374,1.9,6.0,0.31,3.2,7.6,0.425,0.442,6.0,6.4,0.933,0.3,3.1,3.4,4.7,0.6,0.1,2.4,2.7,18.0
15,Mark Blount,C,27,BOS,10,0,14.4,1.2,2.2,0.545,0.0,0.0,0.0,1.2,2.2,0.545,0.545,0.7,1.0,0.7,1.2,2.4,3.6,0.2,1.1,0.8,0.8,2.0,3.1
16,Bruce Bowen,SF,31,SAS,24,24,31.3,2.3,6.0,0.372,1.5,3.3,0.438,0.8,2.7,0.292,0.493,1.0,1.8,0.548,0.6,2.3,2.9,1.6,0.8,0.7,0.6,2.2,6.9
17,Shawn Bradley,C,30,DAL,17,7,14.5,1.2,2.9,0.4,0.0,0.1,0.0,1.2,2.9,0.408,0.4,0.5,0.7,0.75,1.4,2.5,3.8,0.3,0.2,0.8,0.9,2.8,2.9
18,J.R. Bremer,PG,22,BOS,10,0,14.7,1.6,5.6,0.286,0.8,3.2,0.25,0.8,2.4,0.333,0.357,0.7,0.8,0.875,0.0,1.5,1.5,1.2,0.3,0.0,0.8,1.2,4.7
19,Kedrick Brown,SF,21,BOS,3,0,3.7,0.3,1.3,0.25,0.0,0.0,0.0,0.3,1.3,0.25,0.25,0.3,0.7,0.5,0.7,0.0,0.7,0.0,0.3,0.0,0.0,0.0,1.0
