,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1,Philadelphia 76ers*,82,19855,40.4,88.7,0.455,0.9,3.3,0.271,39.5,85.5,0.463,19.2,25.2,0.765,15.5,27.6,43.1,24.5,10.3,4.6,18.3,24.6,101.0
1,2,Kansas City Kings*,82,19805,39.1,82.1,0.476,0.5,2.0,0.238,38.6,80.1,0.482,22.4,29.3,0.763,13.4,31.0,44.4,20.9,8.2,5.0,20.7,24.3,101.0
2,3,Seattle SuperSonics*,82,19830,40.5,88.3,0.459,0.7,2.9,0.246,39.8,85.4,0.466,19.5,25.5,0.764,14.3,28.6,42.9,24.0,8.7,4.7,18.1,23.7,101.2
3,4,Boston Celtics*,82,19880,40.5,86.0,0.47,0.9,3.0,0.286,39.6,83.0,0.477,20.1,26.1,0.77,13.7,27.0,40.7,22.0,8.1,4.9,19.2,24.2,101.9
4,5,Phoenix Suns*,82,19755,41.3,86.7,0.476,1.2,3.4,0.337,40.1,83.2,0.482,18.5,24.6,0.752,14.1,28.4,42.4,23.5,10.2,4.5,19.3,23.8,102.2
5,6,Atlanta Hawks*,82,19780,38.6,84.3,0.458,0.6,2.2,0.251,38.0,82.1,0.463,24.5,32.1,0.765,15.5,28.7,44.2,21.6,8.4,6.8,20.4,26.6,102.3
6,7,New Jersey Nets,82,19805,39.8,84.9,0.469,0.7,2.4,0.279,39.1,82.5,0.474,22.4,29.4,0.761,14.7,29.7,44.3,25.0,9.7,5.9,19.3,23.3,102.5
7,8,Milwaukee Bucks*,82,19805,40.9,88.6,0.462,0.9,3.6,0.249,40.0,85.0,0.471,20.3,26.9,0.753,16.1,27.1,43.2,25.5,8.5,4.2,19.4,22.6,102.9
8,9,Los Angeles Lakers*,82,19880,43.2,91.9,0.47,0.9,3.2,0.285,42.3,88.7,0.477,16.6,21.9,0.759,15.2,26.0,41.2,27.0,9.2,4.4,16.5,21.6,103.9
9,10,Portland Trail Blazers*,82,19780,41.2,86.3,0.478,0.7,2.3,0.296,40.5,84.0,0.483,21.1,28.1,0.752,14.0,29.0,43.0,24.7,9.3,4.9,17.8,23.1,104.3
10,11,Washington Bullets*,82,19880,42.5,91.4,0.465,0.7,2.5,0.262,41.9,88.9,0.471,20.0,25.7,0.777,14.1,31.4,45.5,24.9,8.6,6.1,14.4,22.4,105.7
11,12,Indiana Pacers,82,19855,42.7,87.3,0.489,0.6,2.6,0.246,42.1,84.7,0.497,20.1,26.6,0.756,16.1,29.5,45.7,26.9,8.5,5.4,20.3,23.5,106.2
12,13,Golden State Warriors,82,19880,41.3,83.8,0.493,0.9,2.6,0.329,40.4,81.2,0.498,22.9,30.6,0.749,12.7,30.8,43.5,25.1,8.6,4.3,17.8,21.4,106.3
13,14,Cleveland Cavaliers,82,19930,43.4,86.7,0.501,0.7,2.5,0.291,42.7,84.2,0.507,18.8,24.5,0.765,14.0,30.1,44.1,25.2,8.1,5.6,19.0,23.2,106.4
14,15,Chicago Bulls,82,19905,42.4,85.5,0.496,0.6,2.4,0.271,41.8,83.1,0.503,21.4,27.9,0.768,13.7,27.8,41.5,25.0,10.0,5.9,18.3,26.1,107.0
15,16,New York Knicks,82,19780,42.2,85.4,0.495,0.6,2.3,0.278,41.6,83.1,0.501,22.4,29.1,0.77,14.7,27.7,42.4,24.4,9.3,4.4,19.3,23.3,107.5
16,17,Denver Nuggets,82,19830,43.5,88.4,0.492,0.8,2.5,0.327,42.7,85.9,0.497,19.8,26.0,0.76,13.9,30.1,44.1,26.7,9.5,5.3,16.7,23.7,107.6
17,18,Houston Rockets*,82,19930,43.5,87.9,0.496,0.7,2.6,0.27,42.9,85.3,0.502,20.2,25.6,0.788,15.4,27.6,42.9,26.5,9.3,5.1,19.0,24.4,108.0
18,19,Detroit Pistons,82,19780,43.6,87.9,0.496,0.6,2.3,0.277,42.9,85.6,0.502,21.0,27.2,0.773,14.9,29.1,44.1,26.1,9.9,5.3,17.9,21.2,108.8
19,20,San Antonio Spurs*,82,19755,44.4,88.7,0.5,1.0,3.2,0.306,43.4,85.6,0.507,19.2,25.3,0.758,13.8,27.4,41.3,28.2,9.2,5.1,16.8,24.3,109.0
20,21,San Diego Clippers,82,19755,45.0,90.0,0.5,0.5,2.2,0.23,44.4,87.7,0.507,19.3,25.0,0.773,14.6,29.8,44.4,24.1,9.2,4.9,16.7,22.6,109.8
21,22,Utah Jazz,82,19805,44.2,89.2,0.496,0.8,2.6,0.318,43.4,86.6,0.501,21.1,27.4,0.772,14.4,28.4,42.8,24.8,8.8,4.9,15.8,22.1,110.4
