,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1,Los Angeles Lakers*,82,19730,46.4,88.0,0.528,0.1,1.1,0.104,46.3,86.9,0.533,17.5,23.8,0.736,14.5,28.5,43.0,29.5,9.9,5.6,18.6,22.6,110.5
1,2,San Antonio Spurs*,82,19780,43.4,86.2,0.504,1.1,3.6,0.305,42.3,82.6,0.512,22.2,29.0,0.765,14.5,30.5,45.0,26.5,7.9,5.5,17.7,24.6,110.1
2,3,Denver Nuggets*,82,19730,42.9,86.8,0.494,0.3,1.4,0.19,42.6,85.4,0.499,23.6,29.3,0.808,13.2,27.4,40.6,25.4,8.6,3.8,16.2,22.7,109.7
3,4,Dallas Mavericks,82,19730,43.5,89.4,0.487,0.5,2.2,0.232,43.0,87.2,0.493,21.9,29.1,0.752,15.3,28.2,43.5,26.4,6.5,4.1,16.0,24.5,109.4
4,5,Philadelphia 76ers*,82,19830,42.4,85.0,0.499,0.3,1.3,0.229,42.1,83.7,0.503,23.2,31.2,0.742,15.7,30.6,46.3,23.8,9.6,6.8,19.2,24.1,108.3
5,6,Boston Celtics*,82,19830,43.2,87.8,0.492,0.5,2.2,0.21,42.7,85.6,0.499,20.1,27.3,0.737,14.8,29.5,44.3,25.8,9.2,6.1,17.9,24.0,106.9
6,7,Kansas City Kings,82,19780,42.3,85.2,0.497,0.6,2.4,0.237,41.8,82.8,0.505,20.9,28.8,0.727,14.3,27.4,41.7,24.5,8.7,4.7,19.3,27.7,106.2
7,8,Portland Trail Blazers*,82,19755,41.6,85.7,0.486,0.4,1.8,0.233,41.2,83.9,0.491,22.3,30.2,0.738,14.2,28.6,42.8,24.4,9.0,4.6,18.0,23.6,106.0
8,9,Seattle SuperSonics*,82,19805,42.2,85.5,0.494,0.3,1.6,0.21,41.9,83.8,0.5,21.1,28.9,0.73,13.5,30.2,43.7,26.8,8.0,5.1,18.0,23.1,105.9
9,10,Milwaukee Bucks*,82,19830,42.2,86.3,0.489,0.4,2.0,0.219,41.7,84.3,0.495,20.9,27.8,0.753,13.3,30.0,43.2,25.6,8.0,6.4,17.5,25.8,105.8
10,11,Detroit Pistons,82,19880,41.3,86.7,0.477,0.8,3.1,0.265,40.5,83.6,0.484,21.9,29.5,0.742,15.0,28.3,43.2,24.0,7.7,6.5,17.8,24.2,105.4
11,12,Phoenix Suns*,82,19730,42.6,85.7,0.497,0.5,1.9,0.253,42.1,83.8,0.502,19.5,26.2,0.743,13.1,30.2,43.3,27.5,9.0,5.9,18.5,24.7,105.1
12,13,San Diego Clippers,82,19830,42.6,89.7,0.475,0.8,3.1,0.244,41.9,86.7,0.483,18.7,25.8,0.724,16.4,24.8,41.2,24.5,9.6,4.8,18.8,26.9,104.7
13,14,Golden State Warriors,82,19780,42.3,87.6,0.483,0.4,1.7,0.227,41.9,85.8,0.488,18.9,25.6,0.737,14.9,26.6,41.6,22.9,10.0,5.0,18.7,24.9,103.9
14,15,Indiana Pacers,82,19830,43.2,89.9,0.48,0.6,2.7,0.212,42.6,87.2,0.488,16.9,22.2,0.758,15.1,26.7,41.8,25.0,8.8,4.8,17.9,24.3,103.8
15,16,Chicago Bulls,82,19905,40.2,83.8,0.48,0.5,2.4,0.215,39.7,81.4,0.487,22.5,30.6,0.737,14.4,28.7,43.1,23.7,7.6,4.5,19.8,24.9,103.4
16,17,New York Knicks*,82,19805,40.9,84.9,0.482,0.4,1.6,0.252,40.5,83.2,0.486,20.2,28.5,0.71,13.5,28.3,41.8,25.4,8.8,4.7,18.8,27.2,102.4
17,18,Atlanta Hawks*,82,19780,41.1,87.6,0.469,0.6,2.3,0.239,40.6,85.3,0.475,19.5,25.9,0.751,14.0,29.8,43.8,23.9,7.0,8.2,17.5,24.8,102.2
18,19,New Jersey Nets*,82,19705,41.1,83.6,0.492,0.4,1.7,0.201,40.8,81.9,0.498,19.0,27.0,0.705,14.8,28.4,43.3,25.1,10.7,6.9,21.9,25.4,101.6
19,20,Utah Jazz,82,19755,39.9,83.1,0.48,0.5,2.1,0.24,39.4,81.0,0.486,20.9,27.6,0.756,12.4,28.9,41.2,24.6,8.6,6.7,19.1,22.8,101.2
20,21,Cleveland Cavaliers,82,19755,40.5,87.1,0.465,0.4,1.5,0.25,40.1,85.6,0.469,17.8,24.7,0.721,14.6,30.1,44.7,21.6,7.7,3.6,19.1,27.8,99.2
21,22,Washington Bullets,82,19805,40.3,86.0,0.468,0.9,2.9,0.295,39.4,83.1,0.474,17.7,25.1,0.705,13.4,29.6,43.0,24.9,8.9,4.9,19.4,23.9,99.1
22,23,Houston Rockets,82,19730,39.7,88.6,0.448,0.8,3.2,0.247,38.9,85.4,0.456,16.7,23.0,0.725,14.4,26.9,41.3,23.0,7.7,5.0,18.7,25.4,97.0
