,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1,San Antonio Spurs*,82,19780,40.5,89.5,0.452,3.1,8.8,0.347,37.4,80.7,0.464,20.0,26.0,0.77,13.9,29.8,43.7,23.7,9.5,5.8,15.8,22.8,104.1
1,2,Portland Trail Blazers*,82,19880,39.6,87.2,0.454,3.0,9.8,0.303,36.7,77.4,0.474,21.9,28.9,0.759,13.4,28.5,41.9,24.2,8.4,5.3,16.7,23.9,104.2
2,3,New York Knicks*,82,19855,40.1,87.5,0.458,2.3,7.9,0.295,37.8,79.6,0.474,21.7,28.2,0.767,13.2,29.1,42.3,23.1,8.7,5.1,16.2,23.4,104.2
3,4,Chicago Bulls*,82,19830,41.1,89.4,0.46,2.8,8.4,0.332,38.3,80.9,0.473,19.6,25.4,0.768,13.9,27.8,41.7,23.6,8.1,4.5,16.5,23.1,104.5
4,5,Los Angeles Clippers*,82,19830,40.3,87.7,0.459,2.8,8.1,0.346,37.5,79.6,0.47,21.4,28.2,0.759,14.4,30.7,45.1,22.4,8.8,5.4,17.5,23.5,104.7
5,6,Detroit Pistons*,82,19780,41.8,92.4,0.453,2.8,8.3,0.338,39.0,84.1,0.464,18.8,24.7,0.762,14.8,29.9,44.6,25.1,8.5,4.9,14.8,25.4,105.3
6,7,Utah Jazz*,82,19880,41.6,90.8,0.459,3.0,8.8,0.337,38.7,82.0,0.472,19.4,26.0,0.747,14.5,28.5,43.0,24.3,8.2,5.8,15.2,24.8,105.6
7,8,Phoenix Suns*,82,19805,41.8,91.2,0.459,2.2,7.1,0.307,39.6,84.1,0.471,20.4,26.9,0.756,14.9,28.6,43.5,23.3,8.0,6.0,15.3,23.6,106.2
8,9,Boston Celtics*,82,19780,42.1,92.4,0.456,2.5,8.3,0.308,39.5,84.1,0.47,20.3,26.4,0.768,14.9,29.6,44.5,24.4,8.6,5.2,14.1,20.7,107.0
9,10,Houston Rockets,82,19880,43.0,92.9,0.463,2.5,7.3,0.341,40.6,85.6,0.474,19.4,25.2,0.77,15.6,30.5,46.2,27.0,9.4,4.9,14.9,21.2,108.0
10,11,Cleveland Cavaliers*,82,19805,44.6,94.9,0.47,2.5,7.4,0.332,42.1,87.5,0.482,16.5,21.5,0.769,15.8,30.3,46.1,27.5,8.3,5.3,14.7,23.9,108.2
11,12,Washington Bullets,82,19855,42.5,88.8,0.478,2.6,7.4,0.353,39.8,81.3,0.49,20.9,27.7,0.753,14.8,32.6,47.4,23.5,8.8,5.6,16.4,20.9,108.4
12,13,Denver Nuggets,82,19780,41.2,85.8,0.48,2.3,6.5,0.35,38.9,79.2,0.491,23.9,30.9,0.773,13.7,31.1,44.8,22.3,9.6,7.3,17.2,22.0,108.6
13,14,New Jersey Nets*,82,19780,42.4,88.9,0.477,2.0,6.3,0.317,40.4,82.6,0.489,22.0,28.7,0.766,15.0,29.2,44.2,22.2,10.0,6.0,16.6,21.3,108.7
14,15,Seattle SuperSonics*,82,19855,41.4,87.0,0.475,2.6,7.9,0.337,38.7,79.1,0.489,23.4,31.2,0.751,14.2,28.2,42.5,23.2,8.8,6.1,16.7,23.4,108.8
15,16,Los Angeles Lakers*,82,19830,44.6,92.9,0.48,2.3,7.8,0.292,42.3,85.1,0.498,17.4,22.8,0.762,16.2,31.2,47.4,28.4,7.8,5.1,16.4,24.0,108.9
16,17,Atlanta Hawks,82,19905,43.4,90.5,0.48,3.1,9.0,0.343,40.3,81.5,0.495,18.9,24.7,0.766,14.3,31.4,45.7,26.7,8.8,4.8,15.4,21.3,108.9
17,18,Philadelphia 76ers,82,19755,44.7,92.6,0.483,2.4,8.0,0.307,42.3,84.6,0.499,17.8,23.0,0.776,15.2,30.7,45.8,28.9,8.9,5.9,15.3,22.9,109.7
18,19,Indiana Pacers*,82,19955,41.6,88.8,0.468,2.6,7.8,0.338,39.0,81.1,0.481,24.0,31.9,0.752,15.1,28.2,43.3,26.3,9.9,4.7,15.1,24.1,109.9
19,20,Golden State Warriors*,82,19880,42.2,87.6,0.482,3.0,9.1,0.331,39.2,78.6,0.499,22.5,29.9,0.75,15.5,28.4,43.9,24.8,9.3,5.1,17.7,23.6,109.9
20,21,Sacramento Kings,82,19830,43.2,90.2,0.479,2.5,7.5,0.331,40.7,82.7,0.493,21.0,27.9,0.752,15.9,32.1,48.0,25.9,9.9,6.4,16.5,22.1,109.9
21,22,Orlando Magic,82,19705,42.6,87.5,0.486,2.7,7.6,0.353,39.9,80.0,0.499,22.7,30.3,0.751,13.8,30.4,44.1,26.0,9.8,6.6,15.8,23.5,110.5
22,23,Milwaukee Bucks,82,19880,43.5,87.4,0.498,2.8,7.6,0.367,40.7,79.7,0.511,20.7,27.7,0.746,14.8,29.3,44.1,26.8,9.2,6.0,17.9,22.5,110.6
23,24,Miami Heat*,82,19830,43.7,88.7,0.493,2.6,7.5,0.347,41.1,81.2,0.507,20.9,27.8,0.752,14.1,29.9,44.0,25.7,9.1,5.5,16.3,24.4,110.9
24,25,Charlotte Hornets,82,19805,44.3,89.3,0.496,2.4,7.5,0.324,41.9,81.8,0.512,19.8,26.7,0.741,14.9,30.8,45.7,28.2,7.4,6.2,16.6,20.9,110.9
25,26,Dallas Mavericks,82,19755,42.6,90.7,0.47,2.4,7.7,0.306,40.3,83.0,0.485,23.5,30.5,0.77,14.9,33.9,48.7,24.9,9.3,5.9,13.6,22.3,111.1
26,27,Minnesota Timberwolves,82,19805,44.0,90.7,0.485,2.2,6.2,0.354,41.8,84.6,0.495,22.2,29.8,0.744,16.7,32.3,49.0,26.6,8.4,7.3,15.5,21.4,112.4
