,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1,Dallas Mavericks*,82,19780,41.4,91.5,0.453,8.3,21.9,0.381,33.1,69.7,0.475,19.5,23.5,0.829,12.0,33.4,45.3,24.1,8.7,5.9,12.4,22.7,110.7
1,2,Milwaukee Bucks*,82,19905,40.6,89.0,0.457,7.8,20.4,0.383,32.8,68.6,0.478,19.8,25.5,0.776,11.7,31.6,43.3,24.3,8.3,4.6,13.9,24.3,108.8
2,3,Golden State Warriors,82,19755,39.5,89.5,0.441,5.5,15.9,0.344,34.0,73.6,0.462,23.9,30.7,0.778,16.6,32.8,49.4,22.1,7.7,6.5,16.7,23.0,108.3
3,4,Los Angeles Lakers*,82,19930,40.3,89.3,0.451,6.3,17.8,0.356,33.9,71.5,0.475,20.3,27.7,0.734,14.0,33.3,47.3,24.9,8.3,6.1,15.5,24.4,107.2
4,5,Minnesota Timberwolves*,82,19805,41.8,89.7,0.466,3.9,10.6,0.368,37.9,79.2,0.479,18.5,24.1,0.77,12.6,34.5,47.1,27.3,7.3,5.7,14.8,22.5,106.1
5,6,Sacramento Kings*,82,19830,41.1,88.7,0.464,6.2,16.3,0.381,34.9,72.4,0.482,17.3,23.2,0.746,11.4,34.9,46.3,25.8,9.3,5.8,15.1,21.1,105.9
6,7,San Antonio Spurs*,82,19830,39.1,84.7,0.462,6.0,17.1,0.354,33.1,67.6,0.489,21.4,29.5,0.725,12.6,34.4,47.0,22.0,8.5,7.1,17.4,22.5,105.6
7,8,Utah Jazz*,82,19780,39.3,84.1,0.468,3.0,8.7,0.349,36.3,75.4,0.481,23.8,31.9,0.745,13.9,32.4,46.2,28.6,9.6,6.3,18.7,25.0,105.5
8,9,Portland Trail Blazers*,82,19855,40.4,87.8,0.46,5.1,15.5,0.33,35.3,72.2,0.488,19.6,26.3,0.745,13.4,32.2,45.6,25.1,9.8,4.3,16.9,22.1,105.5
9,10,Orlando Magic*,82,19805,38.4,88.0,0.436,7.4,20.7,0.357,31.0,67.3,0.46,21.0,27.1,0.777,12.5,31.1,43.6,21.8,9.1,3.9,15.3,24.6,105.2
10,11,Philadelphia 76ers*,82,19855,39.3,87.8,0.448,3.2,10.4,0.311,36.1,77.4,0.466,23.1,29.8,0.775,13.8,31.9,45.7,23.4,11.2,3.8,16.0,23.8,105.0
11,12,New York Knicks,82,19855,39.5,89.6,0.441,8.1,21.1,0.383,31.5,68.5,0.459,17.6,21.6,0.815,11.2,31.7,42.9,24.0,7.7,3.4,15.3,25.2,104.7
12,13,Indiana Pacers*,82,19905,38.3,87.0,0.441,5.0,14.7,0.339,33.3,72.3,0.461,22.9,29.9,0.766,13.2,34.5,47.7,25.2,9.2,5.8,15.9,23.8,104.6
13,14,Houston Rockets,82,19930,38.5,87.6,0.44,6.0,17.2,0.346,32.6,70.5,0.462,21.3,27.7,0.768,13.9,34.8,48.7,20.4,8.1,6.7,17.3,21.7,104.3
14,15,Detroit Pistons*,82,19905,37.5,87.2,0.43,7.4,20.7,0.358,30.1,66.5,0.452,21.7,28.1,0.771,12.3,34.0,46.2,22.5,7.7,6.5,15.3,24.3,104.1
15,16,Memphis Grizzlies,82,19930,39.6,87.6,0.452,6.1,16.6,0.365,33.5,71.0,0.473,18.6,25.2,0.739,12.3,32.0,44.3,24.6,8.5,6.5,16.4,21.8,103.9
16,17,New Orleans Hornets*,82,19905,39.3,90.3,0.435,5.5,14.5,0.376,33.9,75.8,0.447,19.8,25.8,0.768,14.8,33.4,48.2,24.4,8.9,5.3,16.4,23.9,103.9
17,18,New Jersey Nets*,82,19755,38.6,87.4,0.441,4.6,13.8,0.332,34.0,73.6,0.462,22.1,29.1,0.757,13.1,33.5,46.7,25.0,9.5,5.0,16.1,23.5,103.8
18,19,Phoenix Suns*,82,19805,39.8,89.7,0.443,5.2,15.2,0.343,34.6,74.5,0.464,18.9,25.5,0.742,13.9,32.3,46.2,22.8,8.8,5.3,16.0,23.8,103.7
19,20,Seattle SuperSonics,82,19855,39.6,90.6,0.437,6.3,17.7,0.353,33.4,72.9,0.458,18.2,24.4,0.744,13.2,32.7,46.0,24.4,9.3,4.1,14.9,23.5,103.7
20,21,Washington Wizards,82,19830,38.7,87.8,0.44,3.5,11.1,0.312,35.2,76.6,0.459,22.2,28.5,0.779,12.6,32.9,45.5,22.1,8.5,5.4,15.0,22.6,103.0
21,22,Los Angeles Clippers,82,19755,37.7,86.3,0.437,5.2,15.7,0.331,32.5,70.7,0.46,21.7,29.0,0.75,13.4,32.7,46.2,21.3,7.6,6.1,17.2,23.7,102.3
22,23,Atlanta Hawks,82,19905,37.9,85.3,0.444,5.3,15.1,0.352,32.6,70.2,0.464,21.1,26.7,0.793,12.4,33.9,46.3,22.3,8.1,6.3,18.1,23.6,102.3
23,24,Boston Celtics*,82,19830,36.0,86.7,0.415,9.6,28.7,0.334,26.4,58.0,0.455,19.7,26.6,0.742,11.3,32.9,44.2,21.0,9.6,4.0,15.3,23.4,101.2
24,25,Toronto Raptors,82,19805,38.4,89.9,0.427,5.5,16.1,0.343,32.9,73.8,0.446,18.2,25.3,0.718,13.8,31.8,45.6,21.3,8.2,5.3,15.9,23.7,100.5
25,26,Chicago Bulls,82,19930,38.5,86.4,0.445,4.5,12.8,0.35,34.0,73.6,0.462,18.7,25.9,0.722,12.7,32.7,45.4,22.9,7.8,5.9,17.9,26.1,100.2
26,27,Miami Heat,82,19830,37.0,89.8,0.412,4.8,15.2,0.316,32.2,74.6,0.432,17.8,23.3,0.765,13.1,33.9,47.0,20.7,8.2,4.5,16.1,25.6,96.7
27,28,Cleveland Cavaliers,82,19830,36.7,86.9,0.422,3.8,11.5,0.327,32.9,75.3,0.437,19.3,25.9,0.747,14.4,32.7,47.1,22.0,8.2,6.7,19.3,24.0,96.5
28,29,Denver Nuggets,82,19730,35.9,87.5,0.411,3.1,11.0,0.278,32.9,76.4,0.43,17.3,24.7,0.699,14.9,31.6,46.4,23.2,9.5,5.6,20.2,27.5,92.2
